n1,n2,t
0,52,261120
7,63,261120
15,63,261120
32,52,261140
3,52,261140
4,52,261140
32,0,261140
26,15,261140
32,4,261140
4,3,261140
32,52,261160
0,3,261160
26,53,261160
3,52,261160
0,52,261160
7,63,261160
32,0,261160
15,53,261160
32,4,261160
11,15,261180
0,3,261180
26,53,261180
3,52,261180
4,52,261180
0,52,261180
32,0,261180
32,4,261180
0,3,261200
4,52,261200
32,0,261200
15,7,261200
32,4,261200
11,53,261220
11,10,261220
7,63,261220
11,26,261220
11,53,261240
7,63,261240
32,0,261240
11,26,261240
16,26,261260
53,7,261260
10,7,261260
7,63,261260
11,26,261260
1,28,261280
53,63,261280
0,52,261280
7,63,261280
0,52,261300
7,63,261300
15,7,261300
11,26,261300
0,52,261320
7,63,261320
53,7,261340
11,7,261360
10,7,261360
4,52,261360
0,52,261360
32,52,261380
32,52,261400
7,51,261400
0,52,261400
32,0,261400
7,51,261420
4,52,261420
32,0,261420
7,51,261440
4,52,261440
32,0,261440
7,51,261460
16,26,261480
26,1,261480
10,7,261480
4,52,261480
10,7,261500
10,7,261520
4,52,261520
26,63,261520
0,52,261520
4,52,261540
7,63,261540
0,52,261560
32,52,261580
7,51,261580
0,52,261580
32,0,261580
32,52,261600
7,51,261600
0,52,261600
32,0,261600
15,7,261600
32,4,261600
32,52,261620
4,0,261620
4,52,261620
0,52,261620
32,0,261620
32,4,261620
0,52,261640
7,34,261640
4,52,261660
0,52,261660
7,63,261660
4,52,261680
10,12,261680
32,52,261700
4,52,261700
0,44,261720
32,52,261720
4,52,261720
10,12,261720
10,63,261720
32,4,261720
0,44,261740
32,52,261740
4,52,261740
10,63,261740
0,44,261760
32,52,261760
7,55,261760
10,63,261760
12,53,261760
0,44,261780
32,52,261780
4,52,261780
7,55,261780
32,4,261780
4,52,261800
7,55,261800
0,44,261820
12,30,261820
10,7,261840
4,52,261840
7,63,261840
4,52,261860
7,63,261860
53,30,261900
4,52,261900
53,30,261920
4,52,261920
7,55,261920
4,52,261940
7,55,261940
4,52,261960
0,52,261960
0,53,261980
4,52,261980
26,63,261980
0,53,262000
4,52,262000
10,21,262000
12,30,262020
0,53,262020
4,52,262020
15,63,262020
26,15,262020
0,44,262040
12,30,262040
4,52,262040
7,55,262040
26,15,262040
12,30,262060
4,52,262060
26,15,262060
0,44,262080
12,30,262080
7,63,262080
15,63,262080
26,15,262080
15,7,262080
0,44,262100
12,30,262100
3,52,262100
4,52,262100
0,44,262120
12,30,262120
53,30,262120
4,52,262120
10,21,262120
12,53,262120
4,3,262120
16,7,262140
3,52,262140
4,52,262140
7,63,262140
15,63,262140
15,7,262140
4,52,262160
7,63,262160
15,63,262160
15,7,262160
11,7,262180
4,0,262180
4,52,262180
0,52,262180
32,0,262180
15,63,262180
4,0,262200
4,52,262200
12,30,262220
4,0,262220
4,52,262220
0,52,262220
12,53,262220
12,30,262240
53,30,262240
4,52,262240
0,52,262240
32,0,262240
10,7,262260
0,52,262260
32,0,262260
12,30,262280
10,7,262280
0,52,262280
32,0,262280
4,0,262300
4,52,262300
7,21,262300
0,52,262300
32,0,262300
15,63,262300
4,0,262320
4,52,262320
0,52,262320
32,0,262320
15,63,262320
4,0,262340
4,52,262340
10,21,262340
0,52,262340
32,0,262340
4,0,262360
4,52,262360
7,63,262360
15,63,262360
26,15,262360
12,30,262380
10,15,262380
10,7,262380
4,0,262380
32,0,262380
12,30,262400
10,15,262400
10,7,262400
4,0,262400
4,52,262400
10,63,262400
32,0,262400
10,63,262420
7,63,262420
32,0,262420
12,53,262420
4,0,262440
32,0,262440
15,63,262440
4,0,262460
4,52,262460
7,63,262460
27,63,262460
12,30,262480
10,7,262480
4,0,262480
4,52,262480
7,63,262480
32,0,262480
15,7,262480
12,30,262500
10,15,262500
10,53,262500
10,7,262500
4,0,262500
4,52,262500
32,0,262500
12,30,262520
10,15,262520
4,0,262520
3,44,262520
4,52,262520
10,63,262520
32,0,262520
12,53,262520
15,63,262520
15,7,262520
32,4,262520
10,7,262540
4,0,262540
4,52,262540
0,52,262540
32,0,262540
53,30,262560
4,52,262560
32,0,262560
12,53,262560
15,63,262560
32,52,262580
53,30,262580
4,52,262580
0,52,262580
32,0,262580
15,63,262580
32,4,262580
32,52,262600
4,0,262600
3,52,262600
4,52,262600
32,4,262600
32,52,262620
11,63,262620
3,52,262620
4,52,262620
11,10,262620
32,0,262620
32,4,262620
11,26,262620
11,63,262640
4,52,262640
11,10,262640
11,26,262640
32,52,262660
10,15,262660
26,54,262660
10,26,262660
4,52,262660
11,10,262660
26,15,262660
12,30,262680
53,30,262680
10,26,262680
4,52,262680
11,0,262680
15,63,262680
12,30,262700
11,63,262700
4,63,262700
11,54,262700
53,30,262700
3,44,262700
10,26,262700
11,4,262700
54,7,262700
4,54,262700
11,15,262720
12,30,262720
11,63,262720
13,57,262720
3,44,262720
11,4,262720
4,15,262720
4,52,262720
12,30,262740
11,54,262740
11,13,262740
4,13,262740
11,4,262740
4,15,262740
4,52,262740
4,54,262740
11,52,262760
12,30,262760
4,63,262760
53,30,262760
4,13,262760
13,15,262760
13,63,262760
4,15,262760
4,7,262760
11,10,262760
7,63,262760
13,27,262760
4,63,262780
4,15,262780
11,10,262780
32,52,262800
11,15,262800
11,63,262800
4,63,262800
11,4,262800
4,15,262800
4,7,262800
11,27,262800
32,0,262800
54,63,262820
11,15,262820
11,63,262820
4,63,262820
11,13,262820
12,54,262820
12,63,262820
32,0,262820
4,12,262820
3,12,262820
4,3,262820
54,63,262840
53,7,262840
11,13,262840
4,52,262840
0,52,262840
3,27,262840
7,63,262840
54,63,262860
11,13,262860
4,0,262860
54,7,262860
3,52,262860
4,52,262860
0,52,262860
7,63,262860
32,0,262860
4,3,262860
32,52,262880
0,3,262880
11,13,262880
4,0,262880
54,7,262880
32,3,262880
32,0,262880
11,13,262900
4,52,262900
0,52,262900
15,21,262920
11,13,262920
7,63,262920
7,63,262940
7,63,262960
7,63,262980
16,26,263000
26,53,263000
7,63,263000
4,0,263020
7,63,263020
16,26,263040
4,0,263040
4,52,263040
7,63,263040
16,26,263060
4,52,263060
7,63,263060
16,26,263080
4,52,263080
7,63,263080
13,26,263100
4,0,263100
4,52,263100
7,63,263100
4,52,263120
0,52,263120
7,63,263120
0,52,263140
7,63,263140
0,52,263160
7,63,263160
7,63,263180
7,63,263200
0,52,263220
7,63,263220
15,53,263220
7,63,263240
7,63,263260
15,53,263260
3,67,263280
7,63,263280
15,53,263280
3,67,263300
7,63,263300
12,15,263320
33,0,263320
3,67,263320
12,27,263320
7,63,263320
53,57,263320
12,15,263340
16,57,263340
0,52,263340
7,63,263340
16,57,263360
3,67,263360
7,63,263360
7,63,263380
0,52,263400
7,63,263400
7,63,263420
33,0,263440
7,63,263440
15,57,263460
13,26,263460
26,1,263460
13,1,263460
7,63,263460
13,26,263480
26,1,263480
7,63,263480
7,63,263500
16,57,263520
0,52,263520
16,57,263540
0,52,263540
16,57,263560
15,57,263560
13,1,263560
16,57,263580
15,57,263580
7,63,263580
15,57,263600
13,1,263600
3,67,263600
12,57,263600
7,63,263600
15,57,263620
13,1,263620
12,57,263620
7,63,263620
16,57,263640
15,57,263640
13,1,263640
3,67,263640
12,57,263640
7,63,263640
7,63,263660
0,52,263680
7,63,263680
0,52,263700
0,52,263720
7,63,263720
13,1,263740
0,52,263740
7,63,263740
13,1,263760
7,63,263760
7,63,263780
13,1,263800
0,52,263800
7,63,263800
16,57,263820
13,1,263820
7,63,263820
13,1,263840
12,57,263840
0,52,263840
16,57,263860
3,67,263860
7,63,263860
16,57,263880
7,63,263880
3,67,263900
7,63,263900
15,57,263920
7,63,263920
13,1,263940
0,52,263940
7,63,263940
13,1,263960
7,63,263960
11,7,263980
0,52,263980
7,63,263980
44,60,264000
3,67,264000
0,52,264000
7,63,264000
4,53,264020
11,4,264020
15,53,264020
12,53,264020
4,54,264020
53,57,264020
4,57,264020
13,7,264040
11,53,264040
15,53,264040
53,57,264040
4,70,264060
15,53,264060
26,57,264060
53,57,264060
26,15,264060
33,0,264080
54,28,264080
0,52,264080
54,28,264100
1,7,264100
12,15,264120
16,57,264120
15,57,264120
33,0,264120
0,52,264120
15,54,264140
15,7,264140
15,1,264160
1,57,264160
1,57,264200
0,52,264200
0,52,264220
1,57,264240
0,52,264240
0,52,264260
1,57,264300
16,26,264320
1,57,264320
11,13,264360
13,53,264360
11,13,264380
4,70,264440
13,26,264460
4,70,264460
4,70,264480
11,13,264500
16,12,264640
3,13,264640
3,12,264640
16,12,264660
3,52,264680
13,27,264780
13,27,264800
13,27,264820
13,27,264840
16,54,264900
13,27,264900
13,12,264940
13,12,264960
33,0,264980
13,26,265000
13,26,265020
13,26,265040
13,26,265060
13,53,265100
0,52,265120
0,52,265380
0,52,265420
11,13,265500
0,52,265520
13,54,265540
16,13,265540
13,67,265600
16,13,265640
16,13,265660
16,13,265680
13,67,265740
0,52,265740
13,67,265760
16,13,265760
54,58,265760
54,58,265800
54,58,265820
0,52,265840
0,52,265920
0,52,266020
0,52,266060
54,21,266100
54,21,266120
54,21,266140
16,54,266140
54,21,266160
16,54,266160
16,54,266180
16,21,266200
54,21,266200
16,54,266200
0,52,266220
16,54,266220
16,21,266240
54,21,266240
0,52,266240
16,54,266240
54,21,266260
16,54,266260
32,52,266280
0,52,266300
0,52,266320
32,52,266340
54,21,266340
32,0,266340
32,52,266360
4,0,266360
32,52,266380
4,0,266380
16,54,266400
13,27,266460
3,52,266480
13,27,266480
16,54,266500
4,52,266520
16,54,266520
16,54,266540
16,21,266560
54,21,266560
16,54,266560
54,21,266580
4,52,266580
4,52,266600
4,52,266640
11,4,266700
11,4,266720
0,3,266740
4,52,266740
0,52,266740
4,52,266760
4,52,266780
4,52,266800
4,52,266840
4,0,266900
52,70,266900
0,13,266900
4,0,266920
4,13,266920
52,70,266920
16,54,266920
0,13,266920
4,13,266940
11,4,266940
52,70,266940
0,13,266940
11,0,266940
4,0,266960
4,13,266960
52,70,266960
0,13,266960
0,13,266980
32,4,266980
0,3,267000
11,13,267000
52,70,267000
4,13,267020
0,13,267020
0,3,267040
13,1,267060
16,54,267100
4,3,267100
16,54,267140
16,54,267160
16,54,267180
54,30,267180
16,54,267200
13,54,267300
13,26,267320
13,26,267340
4,28,267340
13,26,267360
13,26,267400
16,54,267420
16,54,267440
32,0,267440
16,54,267460
11,1,267480
16,54,267480
13,26,267520
34,58,267520
13,26,267600
0,52,267620
13,26,267640
16,54,267680
11,1,267720
26,71,267720
13,26,267760
16,54,267780
0,52,267800
54,70,267820
0,52,267860
16,26,267900
16,54,267920
0,13,267920
0,13,267940
13,52,267960
0,26,267960
0,13,267960
13,52,267980
50,52,268000
13,52,268000
50,52,268120
32,71,268120
16,26,268160
32,71,268160
11,52,268180
50,52,268180
11,52,268220
11,52,268240
11,3,268240
32,54,268320
11,13,268400
52,70,268400
11,13,268420
52,70,268420
13,26,268440
52,70,268440
32,71,268440
13,26,268460
52,70,268460
52,70,268480
52,70,268500
26,27,268500
0,19,268500
52,70,268520
52,70,268540
32,71,268540
52,70,268560
52,70,268580
32,71,268580
13,26,268600
52,70,268600
32,71,268600
32,19,268600
13,26,268620
32,71,268620
54,27,268620
32,19,268620
52,70,268640
32,71,268640
32,19,268640
52,70,268660
32,71,268660
32,19,268660
32,19,268700
52,70,268720
32,71,268720
32,19,268720
26,54,268740
52,70,268740
32,19,268760
52,70,268780
32,71,268780
32,19,268780
13,27,268780
52,70,268800
32,71,268800
32,19,268800
0,27,268820
32,71,268820
52,70,268840
32,71,268840
32,71,268860
32,71,268880
52,70,268900
32,71,268900
32,19,268900
52,70,268920
32,71,268920
32,19,268920
13,27,268920
1,58,268940
32,71,268940
1,58,268960
32,71,268960
32,19,268960
1,58,268980
32,71,269000
13,52,269020
50,60,269060
32,71,269060
32,71,269080
32,19,269080
32,71,269100
32,19,269100
32,71,269120
32,19,269120
32,71,269140
32,19,269140
32,71,269160
32,19,269160
32,71,269180
32,19,269180
32,71,269200
32,71,269220
32,19,269220
32,71,269240
44,60,269300
50,28,269300
50,28,269320
50,28,269340
50,28,269360
50,28,269380
52,69,269440
52,69,269540
3,52,269540
3,52,269560
13,69,269560
32,3,269620
32,52,269640
32,52,269660
4,13,269680
32,52,269700
4,13,269700
4,13,269800
3,52,269800
4,13,269820
32,52,270120
0,52,270220
32,0,270220
0,3,270360
13,26,270400
16,1,270420
32,71,270480
32,71,270500
32,71,270520
13,71,270540
32,13,270540
32,71,270540
13,71,270560
32,71,270560
13,71,270580
32,13,270580
32,71,270580
13,26,270600
13,71,270600
0,52,270600
13,26,270620
13,71,270620
3,52,270620
0,52,270620
13,71,270640
3,52,270640
0,52,270640
16,54,270640
32,13,270640
26,71,270660
3,52,270660
0,52,270660
16,54,270660
32,13,270660
32,71,270660
26,71,270680
54,70,270680
16,54,270680
11,13,270700
26,71,270700
54,70,270700
11,71,270700
54,52,270720
26,71,270720
13,71,270740
26,71,270740
4,71,270740
13,71,270760
13,71,270780
13,71,270800
16,27,270820
52,70,271020
52,70,271080
52,70,271160
52,70,271180
52,70,271200
16,54,271240
32,1,271320
52,70,271320
16,54,271340
52,27,271360
52,27,271380
3,13,271400
52,27,271400
13,52,271420
52,27,271420
16,54,271420
13,52,271440
13,52,271460
52,27,271460
16,54,271460
52,27,271480
52,27,271500
52,70,271500
13,52,271560
13,52,271580
13,52,271600
16,54,271600
3,52,271660
0,52,271660
4,0,271680
4,52,271680
0,52,271680
13,52,271720
4,13,271720
13,52,271740
4,0,271740
4,13,271740
0,52,271740
13,52,271760
4,13,271760
0,52,271760
13,52,271780
4,13,271780
4,52,271780
0,52,271780
4,52,271800
0,52,271840
0,52,271860
4,0,271880
4,52,271880
0,52,271880
4,0,271900
3,52,271900
4,52,271900
0,52,271900
4,0,271920
4,52,271920
0,52,271920
16,37,271920
0,52,271940
16,37,271940
4,52,271960
0,52,271960
16,37,271960
0,52,271980
0,52,272000
0,52,272020
13,52,272040
13,27,272040
13,52,272060
0,52,272060
16,37,272060
4,0,272080
4,52,272080
0,52,272080
4,0,272100
4,52,272100
0,52,272100
4,0,272120
4,52,272120
0,52,272120
4,0,272140
0,52,272140
16,54,272140
4,0,272160
4,52,272160
0,52,272160
16,54,272160
0,3,272180
4,0,272180
4,52,272180
0,52,272180
27,61,272180
4,52,272200
27,61,272200
4,52,272220
13,26,272240
3,67,272240
4,52,272240
4,52,272260
27,61,272260
3,67,272280
0,26,272280
0,13,272280
27,61,272280
13,26,272300
0,13,272300
13,26,272320
0,26,272320
0,13,272320
27,61,272320
13,26,272340
4,52,272340
0,26,272340
27,61,272340
13,26,272360
4,52,272360
0,26,272360
4,52,272380
4,52,272400
0,26,272400
13,26,272420
4,52,272420
4,52,272440
13,26,272460
4,52,272460
13,26,272480
4,52,272480
4,52,272500
3,13,272520
13,54,272600
13,54,272620
27,30,272660
13,54,272660
13,26,272680
32,0,272680
13,26,272700
32,0,272700
32,54,272720
13,54,272720
32,3,272720
32,0,272720
27,30,272740
13,54,272740
32,13,272740
32,13,272760
27,30,272780
32,1,272780
4,52,272780
32,13,272780
4,52,272840
4,52,272860
4,52,272880
0,54,272920
16,26,272940
26,54,272940
4,52,272940
16,26,272960
4,52,272960
16,26,272980
4,52,273000
16,54,273060
4,52,273100
16,54,273100
26,1,273120
4,52,273120
4,52,273140
4,52,273160
26,1,273200
4,52,273200
26,1,273220
13,71,273240
32,71,273240
32,13,273280
32,71,273280
13,71,273300
32,71,273300
13,71,273320
13,71,273340
32,71,273340
13,71,273360
32,13,273360
32,71,273360
13,71,273380
32,71,273380
13,27,273400
32,0,273420
16,54,273440
16,54,273460
4,52,273480
32,0,273480
32,0,273500
32,0,273520
54,55,273560
16,54,273560
52,70,273580
16,54,273580
52,70,273600
16,54,273600
52,70,273620
52,70,273640
54,34,273660
4,52,273660
52,70,273660
54,34,273680
4,52,273680
54,34,273700
16,54,273700
4,52,273720
0,3,273740
4,52,273740
32,0,273740
54,28,273800
54,28,273860
4,52,273860
16,54,273860
4,52,273880
16,54,273880
32,3,273900
16,54,273900
4,52,273980
4,52,274020
16,54,274180
16,54,274320
16,62,274380
54,60,274420
4,52,274420
4,52,274460
4,52,274480
16,54,274480
54,60,274500
16,54,274500
16,60,274500
4,52,274520
4,52,274540
4,1,274580
4,1,274600
4,52,274600
32,52,274620
32,52,274640
4,52,274640
4,52,274660
32,4,274660
54,60,274680
4,52,274680
27,67,274700
54,60,274700
16,54,274720
52,55,274720
52,55,274740
52,55,274760
52,28,274840
16,71,274980
16,71,275000
16,71,275060
54,71,275060
4,3,275100
11,4,275140
11,4,275160
16,54,275160
11,4,275180
16,54,275180
11,4,275200
11,4,275220
4,3,275340
4,3,275360
16,54,275440
4,3,275440
4,0,275560
4,0,275600
54,21,275600
4,3,275600
0,3,275620
0,3,275640
0,3,275680
0,3,275700
0,3,275760
0,3,275780
27,67,275820
27,67,276000
54,70,276060
54,70,276140
16,30,276340
16,30,276360
16,30,276380
16,30,276400
16,30,276420
16,30,276440
0,19,276460
16,30,276460
16,30,276620
54,30,276680
16,30,276700
27,70,276840
27,70,276900
21,62,276920
27,70,276920
21,62,276960
21,62,276980
21,62,277000
54,34,277020
21,62,277020
21,62,277040
21,62,277160
21,62,277180
21,62,277200
21,62,277220
27,64,277220
21,62,277240
16,54,277240
21,62,277260
21,62,277280
21,62,277300
21,62,277320
27,64,277320
21,62,277340
16,54,277340
21,62,277360
16,54,277360
21,62,277380
16,54,277380
54,55,277400
21,62,277400
21,62,277420
21,62,277440
21,62,277460
1,71,277460
21,62,277480
27,64,277480
1,71,277480
21,62,277500
27,64,277500
21,62,277520
27,64,277520
21,62,277540
27,64,277540
21,62,277560
21,62,277580
21,62,277600
0,19,277620
21,62,277640
21,62,277680
21,62,277740
27,61,277780
4,70,277820
4,70,277840
1,34,277880
54,71,277920
54,71,277940
1,34,277940
0,19,277960
1,34,277960
1,34,277980
0,19,278020
4,19,278080
4,19,278100
4,19,278120
4,19,278140
4,0,278160
4,19,278160
4,0,278180
21,62,278180
4,19,278180
4,0,278200
21,62,278200
4,19,278200
21,62,278220
21,62,278240
54,21,278260
21,62,278300
21,62,278320
21,62,278380
21,62,278400
21,62,278420
4,0,278440
21,62,278440
21,62,278460
21,62,278480
21,62,278540
54,21,278560
21,62,278560
54,21,278600
54,62,278600
54,21,278620
4,19,278660
4,19,278680
4,0,278700
4,0,278720
16,34,278720
54,1,278780
0,3,278880
0,3,278900
16,54,278940
16,54,278960
16,54,279000
1,28,279040
1,28,279060
54,58,279060
1,28,279080
1,28,279100
1,28,279120
16,54,279140
16,58,279140
1,28,279160
54,58,279160
1,28,279180
1,28,279200
1,28,279220
1,28,279240
1,28,279260
0,3,279320
16,54,279340
27,60,279420
54,64,279560
54,64,279580
16,60,280000
54,67,280020
1,58,280040
54,67,280040
1,58,280060
16,61,280100
1,37,280120
1,37,280140
1,37,280160
4,3,280160
1,37,280200
16,1,280260
54,1,280280
16,1,280280
54,1,280300
16,1,280300
54,1,281700
54,37,281940
54,37,281980
54,37,282000
54,37,282020
16,27,282640
16,54,282720
54,62,283200
16,67,283260
54,62,283260
54,62,283280
16,54,283380
54,27,283380
16,54,283400
54,27,283400
54,27,283420
16,27,283440
54,27,283440
54,27,283460
54,67,283480
54,27,283480
16,27,283500
16,54,283500
1,28,283800
54,62,283860
54,58,284100
16,27,284440
54,55,284460
16,27,284500
16,27,284600
16,27,284680
16,27,284700
16,27,284720
54,55,284720
54,55,284740
54,1,284820
27,64,284960
27,64,284980
16,27,285080
27,64,285280
27,64,285300
16,27,285320
16,64,285320
54,72,285560
27,30,285780
27,30,285900
27,30,285940
27,30,285960
27,30,285980
27,30,286000
27,30,286020
27,30,286040
27,30,286060
27,30,286080
16,54,286100
27,30,286120
27,30,286140
27,30,286260
27,30,286300
27,30,286380
27,30,286400
27,30,286420
27,30,286480
27,30,286540
27,30,286560
27,30,286580
27,30,286600
27,30,286620
27,30,286640
27,30,287280
27,30,287300
27,30,287320
16,54,287800
54,27,287940
16,27,288180
16,66,288740
27,66,289760
27,66,289780
27,66,290100
27,66,290260
27,66,290280
27,66,290300
27,66,290320
27,66,290340
27,66,290480
27,66,290500
27,66,290520
27,66,290540
27,66,290560
27,66,290620
27,66,290700
27,66,291000
67,66,291620
70,66,293220
70,66,293260
70,66,293280
70,66,293300
28,66,293400
51,66,293400
51,66,293420
51,66,293440
51,66,293460
51,66,293480
51,66,293500
37,66,293780
37,66,293840
37,66,293860
34,66,294060
34,66,294100
34,66,294120
34,66,294160
34,66,294180
34,66,294200
30,66,294300
30,66,294320
30,66,294340
30,66,294360
30,66,294380
30,66,294400
30,66,294420
30,66,294440
30,66,294560
30,66,294580
30,66,294600
66,58,294700
66,58,294720
66,58,294740
67,72,294900
66,72,294980
67,72,295000
67,66,295120
67,66,295180
67,72,295220
67,72,295240
67,66,295240
67,66,295260
67,72,295280
67,72,295300
67,72,295320
67,72,295360
67,66,295360
67,66,295380
67,72,295400
66,71,295440
66,71,295460
51,66,297220
51,66,297240
64,66,299460
66,58,303980
70,66,306940
64,66,307000
64,66,307020
66,71,311960
66,71,312300
66,71,312320
70,66,312480
70,66,312500
21,66,317280
62,66,317340
62,66,317440
30,66,317960
30,66,317980
30,66,318000
30,66,318020
34,66,318100
34,66,318160
34,66,318180
34,66,318200
34,66,318220
37,66,318320
37,66,318340
70,66,318420
70,66,318440
70,66,318460
70,66,318480
34,66,321320
34,66,321340
26,66,321720
8,45,322040
53,45,322040
8,45,322060
53,45,322120
53,45,322160
8,45,322220
8,45,322240
8,45,322260
26,66,322260
8,45,322280
8,45,322300
8,45,322320
8,45,322360
8,45,322380
26,66,322380
26,66,322500
53,66,322600
8,45,322640
8,45,322720
45,57,322820
45,57,322860
45,57,322900
10,45,322980
45,57,322980
10,57,322980
10,57,323000
10,7,323020
10,57,323040
10,57,323080
8,10,323120
8,10,323140
8,70,323140
12,53,323140
10,70,323160
8,10,323160
8,70,323160
10,70,323180
8,10,323180
8,70,323180
10,70,323200
8,10,323200
53,30,323220
8,10,323220
8,10,323240
8,10,323260
12,53,323260
10,70,323300
26,66,323320
8,10,323320
67,57,323340
8,10,323340
10,12,323380
8,10,323460
8,53,323480
8,10,323480
8,10,323500
12,53,323520
8,10,323540
53,30,323580
8,10,323580
53,30,323600
12,30,323620
53,30,323620
12,30,323640
53,30,323640
12,30,323660
53,30,323660
8,10,323660
12,30,323680
53,30,323680
8,10,323680
12,53,323680
12,30,323700
53,30,323700
8,10,323700
53,30,323720
53,30,323740
12,30,323760
53,30,323760
53,30,323780
8,10,323780
12,53,323780
10,45,323860
10,45,323880
10,45,323900
8,67,323940
8,67,323960
53,67,323960
8,53,324000
10,45,324020
10,45,324040
8,57,324040
10,45,324060
10,26,324060
8,57,324060
10,45,324080
12,45,324080
26,53,324080
12,26,324080
10,12,324080
10,45,324100
26,45,324100
10,45,324120
8,45,324120
26,45,324120
10,45,324140
8,45,324140
26,45,324140
10,45,324160
45,57,324160
10,26,324160
8,26,324160
10,45,324180
8,45,324180
45,57,324180
10,26,324180
8,45,324200
10,45,324220
8,45,324220
45,7,324220
10,7,324220
10,45,324240
10,45,324280
10,45,324300
10,45,324340
10,45,324360
45,57,324360
26,45,324360
10,45,324400
8,45,324400
8,10,324400
12,53,324400
8,45,324440
53,7,324440
26,45,324440
8,10,324460
12,53,324500
10,45,324520
12,53,324520
8,45,324540
10,26,324540
8,10,324540
12,53,324540
8,26,324540
10,45,324560
8,45,324560
10,26,324560
12,53,324560
8,26,324560
8,45,324580
10,26,324580
8,10,324580
10,45,324600
8,45,324600
10,26,324600
8,10,324600
10,45,324620
8,45,324620
26,45,324620
10,26,324620
10,45,324640
8,45,324640
26,45,324640
10,26,324640
10,45,324660
8,45,324660
26,45,324660
10,26,324660
10,45,324680
8,45,324680
10,45,324700
26,45,324700
10,26,324700
10,45,324720
53,7,324720
26,45,324720
10,26,324720
12,53,324720
10,45,324740
10,53,324760
45,72,324760
10,53,324780
10,45,324800
10,45,324820
12,30,324820
26,53,324820
10,45,324840
10,45,324860
53,45,324860
10,45,324900
12,30,324900
12,30,324920
45,55,324920
10,45,324940
12,30,324940
45,55,324940
10,45,324960
12,30,324960
45,55,324960
10,55,324960
10,45,324980
12,30,324980
10,55,324980
10,55,325000
10,45,325020
12,30,325020
45,55,325020
10,45,325040
12,30,325040
45,55,325040
10,45,325060
53,7,325060
12,30,325060
45,55,325060
10,45,325080
53,7,325080
7,73,325080
45,55,325080
10,45,325100
7,73,325100
45,55,325100
10,55,325100
10,45,325120
7,73,325120
45,55,325120
10,45,325140
7,73,325140
45,55,325140
10,45,325160
7,73,325160
10,55,325160
10,45,325180
7,73,325180
45,55,325180
10,45,325200
12,30,325200
7,73,325200
45,55,325200
8,70,325200
10,55,325200
10,45,325220
28,73,325220
12,30,325220
7,73,325220
45,55,325220
8,70,325220
10,55,325220
10,45,325240
28,73,325240
7,73,325240
10,45,325260
28,73,325260
7,73,325260
10,45,325280
28,73,325280
7,28,325280
12,30,325280
7,73,325280
10,45,325300
28,73,325300
12,30,325300
7,73,325300
53,70,325300
10,45,325320
28,73,325320
7,73,325320
8,70,325320
10,45,325340
7,73,325340
10,45,325360
7,28,325360
7,73,325360
10,55,325360
10,45,325380
28,73,325380
12,30,325380
7,73,325380
10,45,325400
12,30,325400
7,73,325400
10,55,325400
10,45,325420
28,73,325420
12,30,325420
7,73,325420
10,55,325420
10,45,325440
28,73,325440
45,55,325440
10,55,325440
10,45,325460
28,73,325460
7,73,325460
45,55,325460
10,45,325480
28,73,325480
7,28,325480
7,73,325480
10,55,325480
10,45,325500
28,73,325500
7,28,325500
7,73,325500
45,55,325500
10,55,325500
10,45,325520
28,73,325520
7,73,325520
10,45,325540
28,73,325540
7,73,325540
10,45,325560
28,73,325560
7,73,325560
8,70,325560
10,55,325560
10,45,325580
10,45,325600
10,34,325600
10,34,325620
10,55,325620
10,34,325640
8,70,325640
10,45,325680
7,73,325700
7,73,325720
7,73,325740
12,37,325740
10,55,325740
7,28,325760
7,28,325780
73,57,325780
10,45,325800
26,64,325800
7,28,325800
7,73,325800
8,70,325800
10,55,325800
10,45,325820
7,73,325820
12,37,325820
7,28,325840
7,73,325840
10,55,325840
7,28,325860
7,73,325860
7,28,325880
7,73,325880
10,67,325880
7,73,325900
8,64,325900
7,73,325920
45,55,325920
7,73,325940
45,55,325940
45,55,325960
28,73,325980
7,73,325980
45,55,325980
28,73,326000
45,55,326000
8,73,326020
26,73,326040
7,73,326040
51,73,326080
26,73,326080
45,55,326080
51,73,326100
26,7,326100
45,55,326100
7,28,326120
26,73,326120
7,28,326160
10,45,326180
51,73,326180
7,28,326180
8,7,326180
45,37,326200
51,73,326220
7,28,326240
45,37,326240
12,37,326240
7,73,326260
12,45,326260
12,37,326260
7,73,326280
7,73,326300
12,37,326300
7,73,326320
45,34,326320
8,28,326320
7,73,326340
7,73,326360
45,34,326360
8,28,326360
7,73,326380
8,28,326380
7,73,326400
45,34,326400
8,28,326400
7,73,326420
45,34,326420
8,28,326420
7,73,326440
45,34,326440
45,34,326460
7,73,326480
45,34,326480
8,28,326480
7,73,326500
8,28,326500
7,73,326520
45,34,326520
8,28,326520
8,26,326520
45,34,326540
8,28,326540
53,73,326540
7,73,326560
45,34,326560
10,73,326560
10,7,326560
7,73,326580
45,73,326580
62,57,326580
8,28,326580
7,73,326600
45,34,326600
62,57,326600
10,62,326600
10,57,326600
8,28,326600
7,73,326620
62,57,326620
10,62,326620
10,57,326620
7,73,326640
45,34,326640
10,73,326640
62,57,326640
10,45,326660
10,34,326660
7,73,326660
45,34,326660
7,55,326660
55,73,326660
10,45,326680
10,34,326680
7,73,326680
45,34,326680
10,45,326700
10,34,326700
